  -100.000000000000       0.000000000000000E+000  -9.50000000000000     
  -99.7999999905005       0.000000000000000E+000  -9.46004009246826     
  -99.5999999810010       0.000000000000000E+000  -9.42016029357910     
  -99.3999999947846       0.000000000000000E+000  -9.38036060333252     
  -99.1999999620020       0.000000000000000E+000  -9.34064006805420     
  -99.0000000223517       0.000000000000000E+000  -9.30100059509277     
  -98.7999999895692       0.000000000000000E+000  -9.26144027709961     
  -98.5999999567866       0.000000000000000E+000  -9.22196006774902     
  -98.3999999240041       0.000000000000000E+000  -9.18256092071533     
  -98.2000000774860       0.000000000000000E+000  -9.14324092864990     
  -98.0000000447035       0.000000000000000E+000  -9.10400009155273     
  -97.8000000119209       0.000000000000000E+000  -9.06484031677246     
  -97.5999999791384       0.000000000000000E+000  -9.02576065063477     
  -97.3999999463558       0.000000000000000E+000  -8.98676013946533     
  -97.1999999135733       0.000000000000000E+000  -8.94784069061279     
  -97.0000000670552       0.000000000000000E+000  -8.90900039672852     
  -96.7999998480082       0.000000000000000E+000  -8.87024021148682     
  -96.5999998152256       0.000000000000000E+000  -8.83156013488770     
  -96.4000001549721       0.000000000000000E+000  -8.79296016693115     
  -96.2000001221895       0.000000000000000E+000  -8.75444030761719     
  -96.0000000894070       0.000000000000000E+000  -8.71600055694580     
  -95.8000000566244       0.000000000000000E+000  -8.67764091491699     
  -95.6000000238419       0.000000000000000E+000  -8.63936042785645     
  -95.3999999910593       0.000000000000000E+000  -8.60116004943848     
  -95.1999999582767       0.000000000000000E+000  -8.56304073333740     
  -94.9999999254942       0.000000000000000E+000  -8.52500057220459     
  -94.7999998927116       0.000000000000000E+000  -8.48704051971436     
  -94.5999998599291       0.000000000000000E+000  -8.44916057586670     
  -94.3999998271465       0.000000000000000E+000  -8.41136074066162     
  -94.2000001668930       0.000000000000000E+000  -8.37364006042480     
  -94.0000001341105       0.000000000000000E+000  -8.33600044250488     
  -93.8000001013279       0.000000000000000E+000  -8.29843997955322     
  -93.5999996960163       0.000000000000000E+000  -8.26096057891846     
  -93.4000000357628       0.000000000000000E+000  -8.22356033325195     
  -93.1999996304512       0.000000000000000E+000  -8.18624019622803     
  -92.9999999701977       0.000000000000000E+000  -8.14900016784668     
  -92.8000003099442       0.000000000000000E+000  -8.11184024810791     
  -92.5999999046326       0.000000000000000E+000  -8.07476043701172     
